"sample_name","gene_name","value"
"Chat_tdTpositive_cell_2","X0610038B21Rik",0
"Chat_tdTpositive_cell_3","X0610038B21Rik",0
"Chat_tdTpositive_cell_4","X0610038B21Rik",0
"Chat_tdTpositive_cell_5","X0610038B21Rik",0
"Chat_tdTpositive_cell_6","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_1","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_2","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_3","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_4","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_5","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_6","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_7","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_8","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_9","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_10","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_11","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_12","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_13","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_14","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_15","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_16","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_17","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_18","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_19","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_20","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_21","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_22","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_23","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_24","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_25","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_26","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_27","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_28","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_29","X0610038B21Rik",0
"Chrna2_tdTpositive_cell_30","X0610038B21Rik",0
"Calb2_tdTpositive_cell_1","X0610038L08Rik",0
"Calb2_tdTpositive_cell_2","X0610038L08Rik",0
"Calb2_tdTpositive_cell_3","X0610038L08Rik",0
"Calb2_tdTpositive_cell_4","X0610038L08Rik",0
"Calb2_tdTpositive_cell_5","X0610038L08Rik",0
"Calb2_tdTpositive_cell_6","X0610038L08Rik",0
"Calb2_tdTpositive_cell_7","X0610038L08Rik",0
"Calb2_tdTpositive_cell_8","X0610038L08Rik",0
"Calb2_tdTpositive_cell_9","X0610038L08Rik",0
"Calb2_tdTpositive_cell_10","X0610038L08Rik",0
"Calb2_tdTpositive_cell_11","X0610038L08Rik",0
"Calb2_tdTpositive_cell_12","X0610038L08Rik",0
"Calb2_tdTpositive_cell_13","X0610038L08Rik",0
"Calb2_tdTpositive_cell_14","X0610038L08Rik",0
"Calb2_tdTpositive_cell_15","X0610038L08Rik",0
"Calb2_tdTpositive_cell_16","X0610038L08Rik",0
"Calb2_tdTpositive_cell_17","X0610038L08Rik",0
"Calb2_tdTpositive_cell_18","X0610038L08Rik",0
"Calb2_tdTpositive_cell_19","X0610038L08Rik",0
"Calb2_tdTpositive_cell_20","X0610038L08Rik",0
"Calb2_tdTpositive_cell_21","X0610038L08Rik",0
"Calb2_tdTpositive_cell_22","X0610038L08Rik",0
"Calb2_tdTpositive_cell_23","X0610038L08Rik",0
"Calb2_tdTpositive_cell_24","X0610038L08Rik",0
"Calb2_tdTpositive_cell_25","X0610038L08Rik",0
"Calb2_tdTpositive_cell_26","X0610038L08Rik",0
"Calb2_tdTpositive_cell_27","X0610038L08Rik",0
"Calb2_tdTpositive_cell_28","X0610038L08Rik",0
"Calb2_tdTpositive_cell_29","X0610038L08Rik",0
"Calb2_tdTpositive_cell_30","X0610038L08Rik",0
"Calb2_tdTpositive_cell_31","X0610038L08Rik",0
"Calb2_tdTpositive_cell_32","X0610038L08Rik",0
"Calb2_tdTpositive_cell_33","X0610038L08Rik",0
"Calb2_tdTpositive_cell_34","X0610038L08Rik",0
"Calb2_tdTpositive_cell_35","X0610038L08Rik",0
"Calb2_tdTpositive_cell_36","X0610038L08Rik",0
"Calb2_tdTpositive_cell_37","X0610038L08Rik",0
"Calb2_tdTpositive_cell_38","X0610038L08Rik",0
"Calb2_tdTpositive_cell_39","X0610038L08Rik",0
"Calb2_tdTpositive_cell_40","X0610038L08Rik",0
"Calb2_tdTpositive_cell_41","X0610038L08Rik",0
"Calb2_tdTpositive_cell_42","X0610038L08Rik",0
"Calb2_tdTpositive_cell_43","X0610038L08Rik",0
"Calb2_tdTpositive_cell_44","X0610038L08Rik",0
"Calb2_tdTpositive_cell_45","X0610038L08Rik",0
"Calb2_tdTpositive_cell_46","X0610038L08Rik",0
"Calb2_tdTpositive_cell_47","X0610038L08Rik",0
"Calb2_tdTpositive_cell_48","X0610038L08Rik",0
"Calb2_tdTpositive_cell_49","X0610038L08Rik",0
"Calb2_tdTpositive_cell_50","X0610038L08Rik",0
"Calb2_tdTpositive_cell_51","X0610038L08Rik",0
"Calb2_tdTpositive_cell_52","X0610038L08Rik",0
"Calb2_tdTpositive_cell_53","X0610038L08Rik",0
"Calb2_tdTpositive_cell_54","X0610038L08Rik",0
"Calb2_tdTpositive_cell_55","X0610038L08Rik",0
"Calb2_tdTpositive_cell_56","X0610038L08Rik",0
"Calb2_tdTpositive_cell_57","X0610038L08Rik",0
"Calb2_tdTpositive_cell_58","X0610038L08Rik",0
"Calb2_tdTpositive_cell_59","X0610038L08Rik",0
"Calb2_tdTpositive_cell_60","X0610038L08Rik",0
"Calb2_tdTpositive_cell_61","X0610038L08Rik",0
"Calb2_tdTpositive_cell_62","X0610038L08Rik",0
"Calb2_tdTpositive_cell_63","X0610038L08Rik",0
"Calb2_tdTpositive_cell_64","X0610038L08Rik",0
"Chat_tdTpositive_cell_1","X0610038L08Rik",0
"Chat_tdTpositive_cell_2","X0610038L08Rik",0
"Chat_tdTpositive_cell_3","X0610038L08Rik",0
"Chat_tdTpositive_cell_4","X0610038L08Rik",0
"Chat_tdTpositive_cell_5","X0610038L08Rik",0
"Chat_tdTpositive_cell_6","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_1","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_2","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_3","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_4","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_5","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_6","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_7","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_8","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_9","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_10","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_11","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_12","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_13","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_14","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_15","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_16","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_17","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_18","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_19","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_20","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_21","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_22","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_23","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_24","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_25","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_26","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_27","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_28","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_29","X0610038L08Rik",0
"Chrna2_tdTpositive_cell_30","X0610038L08Rik",0
"Calb2_tdTpositive_cell_1","X0610039K10Rik",0
"Calb2_tdTpositive_cell_2","X0610039K10Rik",0
"Calb2_tdTpositive_cell_3","X0610039K10Rik",0
"Calb2_tdTpositive_cell_4","X0610039K10Rik",0
"Calb2_tdTpositive_cell_5","X0610039K10Rik",0
"Calb2_tdTpositive_cell_6","X0610039K10Rik",0
"Calb2_tdTpositive_cell_7","X0610039K10Rik",1.07
"Calb2_tdTpositive_cell_8","X0610039K10Rik",0
"Calb2_tdTpositive_cell_9","X0610039K10Rik",0
"Calb2_tdTpositive_cell_10","X0610039K10Rik",0
"Calb2_tdTpositive_cell_11","X0610039K10Rik",0
"Calb2_tdTpositive_cell_12","X0610039K10Rik",0
"Calb2_tdTpositive_cell_13","X0610039K10Rik",0
"Calb2_tdTpositive_cell_14","X0610039K10Rik",0
"Calb2_tdTpositive_cell_15","X0610039K10Rik",2.04
"Calb2_tdTpositive_cell_16","X0610039K10Rik",0
"Calb2_tdTpositive_cell_17","X0610039K10Rik",0
"Calb2_tdTpositive_cell_18","X0610039K10Rik",0
"Calb2_tdTpositive_cell_19","X0610039K10Rik",0
"Calb2_tdTpositive_cell_20","X0610039K10Rik",0
"Calb2_tdTpositive_cell_21","X0610039K10Rik",0
"Calb2_tdTpositive_cell_22","X0610039K10Rik",0
"Calb2_tdTpositive_cell_23","X0610039K10Rik",0
"Calb2_tdTpositive_cell_24","X0610039K10Rik",0
"Calb2_tdTpositive_cell_25","X0610039K10Rik",0
"Calb2_tdTpositive_cell_26","X0610039K10Rik",0
"Calb2_tdTpositive_cell_27","X0610039K10Rik",0
"Calb2_tdTpositive_cell_28","X0610039K10Rik",0
"Calb2_tdTpositive_cell_29","X0610039K10Rik",0
"Calb2_tdTpositive_cell_30","X0610039K10Rik",0
"Calb2_tdTpositive_cell_31","X0610039K10Rik",0
"Calb2_tdTpositive_cell_32","X0610039K10Rik",0
"Calb2_tdTpositive_cell_33","X0610039K10Rik",0
"Calb2_tdTpositive_cell_34","X0610039K10Rik",0
"Calb2_tdTpositive_cell_35","X0610039K10Rik",0
"Calb2_tdTpositive_cell_36","X0610039K10Rik",0
"Calb2_tdTpositive_cell_37","X0610039K10Rik",0
"Calb2_tdTpositive_cell_38","X0610039K10Rik",0
"Calb2_tdTpositive_cell_39","X0610039K10Rik",0
"Calb2_tdTpositive_cell_40","X0610039K10Rik",0
"Calb2_tdTpositive_cell_41","X0610039K10Rik",0
"Calb2_tdTpositive_cell_42","X0610039K10Rik",0
"Calb2_tdTpositive_cell_43","X0610039K10Rik",0
"Calb2_tdTpositive_cell_44","X0610039K10Rik",0
"Calb2_tdTpositive_cell_45","X0610039K10Rik",0
"Calb2_tdTpositive_cell_46","X0610039K10Rik",0
"Calb2_tdTpositive_cell_47","X0610039K10Rik",0
"Calb2_tdTpositive_cell_48","X0610039K10Rik",0
"Calb2_tdTpositive_cell_49","X0610039K10Rik",0
"Calb2_tdTpositive_cell_50","X0610039K10Rik",0
"Calb2_tdTpositive_cell_51","X0610039K10Rik",0
"Calb2_tdTpositive_cell_52","X0610039K10Rik",0.9
"Calb2_tdTpositive_cell_53","X0610039K10Rik",0
"Calb2_tdTpositive_cell_54","X0610039K10Rik",0
"Calb2_tdTpositive_cell_55","X0610039K10Rik",0
"Calb2_tdTpositive_cell_56","X0610039K10Rik",0
"Calb2_tdTpositive_cell_57","X0610039K10Rik",0
"Calb2_tdTpositive_cell_58","X0610039K10Rik",0
"Calb2_tdTpositive_cell_59","X0610039K10Rik",0
"Calb2_tdTpositive_cell_60","X0610039K10Rik",0
"Calb2_tdTpositive_cell_61","X0610039K10Rik",0
"Calb2_tdTpositive_cell_62","X0610039K10Rik",0
"Calb2_tdTpositive_cell_63","X0610039K10Rik",1.07
"Calb2_tdTpositive_cell_64","X0610039K10Rik",0
"Chat_tdTpositive_cell_1","X0610039K10Rik",0
"Chat_tdTpositive_cell_2","X0610039K10Rik",8.14
"Chat_tdTpositive_cell_3","X0610039K10Rik",0
"Chat_tdTpositive_cell_4","X0610039K10Rik",0
"Chat_tdTpositive_cell_5","X0610039K10Rik",0
"Chat_tdTpositive_cell_6","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_1","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_2","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_3","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_4","X0610039K10Rik",1
"Chrna2_tdTpositive_cell_5","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_6","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_7","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_8","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_9","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_10","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_11","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_12","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_13","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_14","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_15","X0610039K10Rik",0.99
"Chrna2_tdTpositive_cell_16","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_17","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_18","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_19","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_20","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_21","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_22","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_23","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_24","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_25","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_26","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_27","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_28","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_29","X0610039K10Rik",0
"Chrna2_tdTpositive_cell_30","X0610039K10Rik",0
"Calb2_tdTpositive_cell_1","X0610040B10Rik",0
"Calb2_tdTpositive_cell_2","X0610040B10Rik",0
"Calb2_tdTpositive_cell_3","X0610040B10Rik",0
"Calb2_tdTpositive_cell_4","X0610040B10Rik",0
"Calb2_tdTpositive_cell_5","X0610040B10Rik",0
"Calb2_tdTpositive_cell_6","X0610040B10Rik",0
"Calb2_tdTpositive_cell_7","X0610040B10Rik",0
"Calb2_tdTpositive_cell_8","X0610040B10Rik",0
"Calb2_tdTpositive_cell_9","X0610040B10Rik",0
"Calb2_tdTpositive_cell_10","X0610040B10Rik",0
"Calb2_tdTpositive_cell_11","X0610040B10Rik",0
"Calb2_tdTpositive_cell_12","X0610040B10Rik",0
"Calb2_tdTpositive_cell_13","X0610040B10Rik",0
"Calb2_tdTpositive_cell_14","X0610040B10Rik",139.76
"Calb2_tdTpositive_cell_15","X0610040B10Rik",0
"Calb2_tdTpositive_cell_16","X0610040B10Rik",0
"Calb2_tdTpositive_cell_17","X0610040B10Rik",0
"Calb2_tdTpositive_cell_18","X0610040B10Rik",0
"Calb2_tdTpositive_cell_19","X0610040B10Rik",0
"Calb2_tdTpositive_cell_20","X0610040B10Rik",0
"Calb2_tdTpositive_cell_21","X0610040B10Rik",0
"Calb2_tdTpositive_cell_22","X0610040B10Rik",0
"Calb2_tdTpositive_cell_23","X0610040B10Rik",0
"Calb2_tdTpositive_cell_24","X0610040B10Rik",0
"Calb2_tdTpositive_cell_25","X0610040B10Rik",0
"Calb2_tdTpositive_cell_26","X0610040B10Rik",0
"Calb2_tdTpositive_cell_27","X0610040B10Rik",0
"Calb2_tdTpositive_cell_28","X0610040B10Rik",0
"Calb2_tdTpositive_cell_29","X0610040B10Rik",0
"Calb2_tdTpositive_cell_30","X0610040B10Rik",0
"Calb2_tdTpositive_cell_31","X0610040B10Rik",0
"Calb2_tdTpositive_cell_32","X0610040B10Rik",0
"Calb2_tdTpositive_cell_33","X0610040B10Rik",0
"Calb2_tdTpositive_cell_34","X0610040B10Rik",0
"Calb2_tdTpositive_cell_35","X0610040B10Rik",98
"Calb2_tdTpositive_cell_36","X0610040B10Rik",0
"Calb2_tdTpositive_cell_37","X0610040B10Rik",0
"Calb2_tdTpositive_cell_38","X0610040B10Rik",0
"Calb2_tdTpositive_cell_39","X0610040B10Rik",2
"Calb2_tdTpositive_cell_40","X0610040B10Rik",0
"Calb2_tdTpositive_cell_41","X0610040B10Rik",0
"Calb2_tdTpositive_cell_42","X0610040B10Rik",0
"Calb2_tdTpositive_cell_43","X0610040B10Rik",0
"Calb2_tdTpositive_cell_44","X0610040B10Rik",0
"Calb2_tdTpositive_cell_45","X0610040B10Rik",0
"Calb2_tdTpositive_cell_46","X0610040B10Rik",0
"Calb2_tdTpositive_cell_47","X0610040B10Rik",0
"Calb2_tdTpositive_cell_48","X0610040B10Rik",0
"Calb2_tdTpositive_cell_49","X0610040B10Rik",0
"Calb2_tdTpositive_cell_50","X0610040B10Rik",0
"Calb2_tdTpositive_cell_51","X0610040B10Rik",0
"Calb2_tdTpositive_cell_52","X0610040B10Rik",0
"Calb2_tdTpositive_cell_53","X0610040B10Rik",0
"Calb2_tdTpositive_cell_54","X0610040B10Rik",0
"Calb2_tdTpositive_cell_55","X0610040B10Rik",0
"Calb2_tdTpositive_cell_56","X0610040B10Rik",0
"Calb2_tdTpositive_cell_57","X0610040B10Rik",0
"Calb2_tdTpositive_cell_58","X0610040B10Rik",0
"Calb2_tdTpositive_cell_59","X0610040B10Rik",0
"Calb2_tdTpositive_cell_60","X0610040B10Rik",0
"Calb2_tdTpositive_cell_61","X0610040B10Rik",0
"Calb2_tdTpositive_cell_62","X0610040B10Rik",0
"Calb2_tdTpositive_cell_63","X0610040B10Rik",0
"Calb2_tdTpositive_cell_64","X0610040B10Rik",0
"Chat_tdTpositive_cell_1","X0610040B10Rik",0
"Chat_tdTpositive_cell_2","X0610040B10Rik",0
"Chat_tdTpositive_cell_3","X0610040B10Rik",0
"Chat_tdTpositive_cell_4","X0610040B10Rik",0
"Chat_tdTpositive_cell_5","X0610040B10Rik",0
"Chat_tdTpositive_cell_6","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_1","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_2","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_3","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_4","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_5","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_6","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_7","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_8","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_9","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_10","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_11","X0610040B10Rik",16.02
"Chrna2_tdTpositive_cell_12","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_13","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_14","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_15","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_16","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_17","X0610040B10Rik",1
"Chrna2_tdTpositive_cell_18","X0610040B10Rik",1
"Chrna2_tdTpositive_cell_19","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_20","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_21","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_22","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_23","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_24","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_25","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_26","X0610040B10Rik",1
"Chrna2_tdTpositive_cell_27","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_28","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_29","X0610040B10Rik",0
"Chrna2_tdTpositive_cell_30","X0610040B10Rik",0
"Calb2_tdTpositive_cell_1","X0610040F04Rik",349.09
"Calb2_tdTpositive_cell_2","X0610040F04Rik",6.47
"Calb2_tdTpositive_cell_3","X0610040F04Rik",1
"Calb2_tdTpositive_cell_4","X0610040F04Rik",42.06
"Calb2_tdTpositive_cell_5","X0610040F04Rik",0
"Calb2_tdTpositive_cell_6","X0610040F04Rik",277.89
"Calb2_tdTpositive_cell_7","X0610040F04Rik",4.01
"Calb2_tdTpositive_cell_8","X0610040F04Rik",134.7
"Calb2_tdTpositive_cell_9","X0610040F04Rik",0
"Calb2_tdTpositive_cell_10","X0610040F04Rik",1.01
"Calb2_tdTpositive_cell_11","X0610040F04Rik",0
"Calb2_tdTpositive_cell_12","X0610040F04Rik",1
"Calb2_tdTpositive_cell_13","X0610040F04Rik",0
"Calb2_tdTpositive_cell_14","X0610040F04Rik",1.12
"Calb2_tdTpositive_cell_15","X0610040F04Rik",2.99
"Calb2_tdTpositive_cell_16","X0610040F04Rik",2.25
"Calb2_tdTpositive_cell_17","X0610040F04Rik",3.96
"Calb2_tdTpositive_cell_18","X0610040F04Rik",1.14
"Calb2_tdTpositive_cell_19","X0610040F04Rik",0
"Calb2_tdTpositive_cell_20","X0610040F04Rik",2
"Calb2_tdTpositive_cell_21","X0610040F04Rik",0
"Calb2_tdTpositive_cell_22","X0610040F04Rik",0
"Calb2_tdTpositive_cell_23","X0610040F04Rik",0
"Calb2_tdTpositive_cell_24","X0610040F04Rik",0
"Calb2_tdTpositive_cell_25","X0610040F04Rik",0
"Calb2_tdTpositive_cell_26","X0610040F04Rik",1
"Calb2_tdTpositive_cell_27","X0610040F04Rik",0
"Calb2_tdTpositive_cell_28","X0610040F04Rik",4
"Calb2_tdTpositive_cell_29","X0610040F04Rik",0
"Calb2_tdTpositive_cell_30","X0610040F04Rik",1
"Calb2_tdTpositive_cell_31","X0610040F04Rik",8.25
"Calb2_tdTpositive_cell_32","X0610040F04Rik",0
"Calb2_tdTpositive_cell_33","X0610040F04Rik",6.37
"Calb2_tdTpositive_cell_34","X0610040F04Rik",0
"Calb2_tdTpositive_cell_35","X0610040F04Rik",0
"Calb2_tdTpositive_cell_36","X0610040F04Rik",1
"Calb2_tdTpositive_cell_37","X0610040F04Rik",0
"Calb2_tdTpositive_cell_38","X0610040F04Rik",0
"Calb2_tdTpositive_cell_39","X0610040F04Rik",0
"Calb2_tdTpositive_cell_40","X0610040F04Rik",0
"Calb2_tdTpositive_cell_41","X0610040F04Rik",1.01
"Calb2_tdTpositive_cell_42","X0610040F04Rik",42
"Calb2_tdTpositive_cell_43","X0610040F04Rik",0
"Calb2_tdTpositive_cell_44","X0610040F04Rik",0.72
"Calb2_tdTpositive_cell_45","X0610040F04Rik",0
"Calb2_tdTpositive_cell_46","X0610040F04Rik",1.02
"Calb2_tdTpositive_cell_47","X0610040F04Rik",0
"Calb2_tdTpositive_cell_48","X0610040F04Rik",0
"Calb2_tdTpositive_cell_49","X0610040F04Rik",0
"Calb2_tdTpositive_cell_50","X0610040F04Rik",0
"Calb2_tdTpositive_cell_51","X0610040F04Rik",2
"Calb2_tdTpositive_cell_52","X0610040F04Rik",0
"Calb2_tdTpositive_cell_53","X0610040F04Rik",0
"Calb2_tdTpositive_cell_54","X0610040F04Rik",0
"Calb2_tdTpositive_cell_55","X0610040F04Rik",2.75
"Calb2_tdTpositive_cell_56","X0610040F04Rik",0
"Calb2_tdTpositive_cell_57","X0610040F04Rik",1
"Calb2_tdTpositive_cell_58","X0610040F04Rik",0
"Calb2_tdTpositive_cell_59","X0610040F04Rik",0
"Calb2_tdTpositive_cell_60","X0610040F04Rik",0
"Calb2_tdTpositive_cell_61","X0610040F04Rik",1
"Calb2_tdTpositive_cell_62","X0610040F04Rik",11.83
"Calb2_tdTpositive_cell_63","X0610040F04Rik",0
"Calb2_tdTpositive_cell_64","X0610040F04Rik",0
"Chat_tdTpositive_cell_1","X0610040F04Rik",0
"Chat_tdTpositive_cell_2","X0610040F04Rik",0
"Chat_tdTpositive_cell_3","X0610040F04Rik",0
"Chat_tdTpositive_cell_4","X0610040F04Rik",0
"Chat_tdTpositive_cell_5","X0610040F04Rik",4.19
"Chat_tdTpositive_cell_6","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_1","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_2","X0610040F04Rik",6
"Chrna2_tdTpositive_cell_3","X0610040F04Rik",1
"Chrna2_tdTpositive_cell_4","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_5","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_6","X0610040F04Rik",1.12
"Chrna2_tdTpositive_cell_7","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_8","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_9","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_10","X0610040F04Rik",2.1
"Chrna2_tdTpositive_cell_11","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_12","X0610040F04Rik",1.63
"Chrna2_tdTpositive_cell_13","X0610040F04Rik",3
"Chrna2_tdTpositive_cell_14","X0610040F04Rik",0.91
"Chrna2_tdTpositive_cell_15","X0610040F04Rik",1.19
"Chrna2_tdTpositive_cell_16","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_17","X0610040F04Rik",1.77
"Chrna2_tdTpositive_cell_18","X0610040F04Rik",3.28
"Chrna2_tdTpositive_cell_19","X0610040F04Rik",1
"Chrna2_tdTpositive_cell_20","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_21","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_22","X0610040F04Rik",15
"Chrna2_tdTpositive_cell_23","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_24","X0610040F04Rik",3.81
"Chrna2_tdTpositive_cell_25","X0610040F04Rik",12.27
"Chrna2_tdTpositive_cell_26","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_27","X0610040F04Rik",1
"Chrna2_tdTpositive_cell_28","X0610040F04Rik",0
"Chrna2_tdTpositive_cell_29","X0610040F04Rik",2.32
"Chrna2_tdTpositive_cell_30","X0610040F04Rik",0
"Calb2_tdTpositive_cell_1","X0610040J01Rik",0
"Calb2_tdTpositive_cell_2","X0610040J01Rik",0
"Calb2_tdTpositive_cell_3","X0610040J01Rik",0
"Calb2_tdTpositive_cell_4","X0610040J01Rik",0
"Calb2_tdTpositive_cell_5","X0610040J01Rik",0
"Calb2_tdTpositive_cell_6","X0610040J01Rik",0
"Calb2_tdTpositive_cell_7","X0610040J01Rik",0
"Calb2_tdTpositive_cell_8","X0610040J01Rik",0
"Calb2_tdTpositive_cell_9","X0610040J01Rik",0
"Calb2_tdTpositive_cell_10","X0610040J01Rik",0
"Calb2_tdTpositive_cell_11","X0610040J01Rik",0
"Calb2_tdTpositive_cell_12","X0610040J01Rik",0
"Calb2_tdTpositive_cell_13","X0610040J01Rik",0
"Calb2_tdTpositive_cell_14","X0610040J01Rik",0
"Calb2_tdTpositive_cell_15","X0610040J01Rik",0
"Calb2_tdTpositive_cell_16","X0610040J01Rik",0
"Calb2_tdTpositive_cell_17","X0610040J01Rik",0
"Calb2_tdTpositive_cell_18","X0610040J01Rik",0
"Calb2_tdTpositive_cell_19","X0610040J01Rik",0
"Calb2_tdTpositive_cell_20","X0610040J01Rik",0
"Calb2_tdTpositive_cell_21","X0610040J01Rik",0
"Calb2_tdTpositive_cell_22","X0610040J01Rik",0
"Calb2_tdTpositive_cell_23","X0610040J01Rik",0
"Calb2_tdTpositive_cell_24","X0610040J01Rik",0
